symbol	alias_symbol
CDO1	Cysteine dioxygenase type 1
CDO1	Cysteine dioxygenase type I
CDO1	cysteine dioxygenase, type I
CDO1	D18Ucla3
CDO1	EC 1.13.11.20
CDON	CAM-related/down-regulated by oncogenes
CDON	CDO
CDON	Cdon
CDON	CDON
CDON	Cdon homolog (mouse)
CDON	CDON1
CDON	cell adhesion associated, oncogene regulated
CDON	cell adhesion molecule-related/down-regulated by oncogenes
CDON	Cell adhesion molecule-related/down-regulated by oncogenes
CDON	Ihog
CDON	ORCAM
CDON	Cdon homolog
CDPF1	2210021J22Rik
CDPF1	C22orf40
CDPF1	Cdpf1
CDPF1	CDPF1
CDPF1	chromosome 22 open reading frame 40
CDPF1	cysteine rich DPF motif domain containing 1
CDPF1	cysteine rich, DPF motif domain containing 1
CDPF1	Cysteine-rich DPF motif domain-containing protein 1
CDPF1	cysteine-rich, DPF motif domain containing 1
CDPF1	LOC150383
CDPF1P1	CDPF1 pseudogene 1
CDPF1P1	CDPF1P1
CDR1	Cdr1
CDR1	CDR1
CDR1	Cdr34
CDR1	CDR34
CDR1	CDR62A
CDR1	cerebellar degeneration related protein 1
CDR1	Cerebellar degeneration-related antigen 1
CDR1	cerebellar degeneration-related protein (34kD)
CDR1	cerebellar degeneration-related protein 1, 34kDa
CDR1	Cerebellar degeneration-related protein-1 (34kD)
CDR1	Gm2409
CDR1	Gm7077
CDR1	cerebellar degeneration-related protein
CDR1	Cerebellar degeneration-related protein-1
CDR1-AS	CDR1 antisense RNA
CDR1-AS	CDR1 natural antisense transcript
CDR1-AS	CDR1-AS
CDR1-AS	CDR1as
CDR1-AS	CDR1NAT
CDR1-AS	circular RNA sponge for miR-7
CDR1-AS	ciRS-7
Cdr1os	C230004F18Rik
Cdr1os	Cdr1as
Cdr1os	Cdr1os
CDR2	Cdr2
CDR2	CDR2
CDR2	CDR62
CDR2	cerebellar degeneration related protein 2
CDR2	cerebellar degeneration-related protein (62kD)
CDR2	Cerebellar degeneration-related protein 2
CDR2	cerebellar degeneration-related protein 2, 62kDa
CDR2	Major Yo paraneoplastic antigen
CDR2	PCD17
CDR2	Yo paraneoplastic antigen
CDR2-DT	CDR2 divergent transcript
CDR2-DT	CDR2-DT
CDR2L	Cdr2l
CDR2L	CDR2L
CDR2L	cerebellar degeneration related protein 2 like
CDR2L	cerebellar degeneration-related protein 2-like
CDR2L	Cerebellar degeneration-related protein 2-like
CDR2L	D030068L24Rik
CDR2L	Gm21
CDR2L	HUMPPA
CDR2L	Paraneoplastic 62 kDa antigen
CDR2L	paraneoplastic antigen
CDRT1	CDRT1
CDRT1	CMT1A duplicated region transcript 1
CDRT1	CMT1A duplicated region transcript 1 protein
CDRT1	F-box and WD repeat domain containing 10 pseudogene 1
CDRT1	F-box and WD repeat domain containing 10B
CDRT1	F-box and WD-40 domain protein 10 pseudogene 1
CDRT1	FBXW10P1
CDRT10	CDRT10
CDRT10	CMT1A duplicated region transcript 10
CDRT11	CDRT11
CDRT11	CMT1A duplicated region transcript 11
CDRT12	CDRT12
CDRT12	CMT1A duplicated region transcript 12
CDRT13	CDRT13
CDRT13	CMT1A duplicated region transcript 13
CDRT15	CDRT15
CDRT15	CMT1A duplicated region transcript 15
CDRT15	CMT1A duplicated region transcript 15 protein
CDRT15L2	CDRT15L2
CDRT15L2	CMT1A duplicated region transcript 15 like 2
CDRT15L2	CMT1A duplicated region transcript 15 protein-like protein
CDRT15P1	CDRT15 pseudogene 1
CDRT15P1	CDRT15P
CDRT15P1	CDRT15P1
CDRT15P1	CMT1A duplicated region transcript 15 pseudogene
CDRT15P1	CMT1A duplicated region transcript 15 pseudogene 1
CDRT15P10	C2orf27AP1
CDRT15P10	CDRT15 pseudogene 10
CDRT15P10	CDRT15P10
CDRT15P10	chromosome 2 open reading frame 27A pseudogene 1
CDRT15P11	CDRT15 pseudogene 11
CDRT15P11	CDRT15P11
CDRT15P12	CDRT15 pseudogene 12
CDRT15P12	CDRT15P12
CDRT15P13	CDRT15 pseudogene 13
CDRT15P13	CDRT15P13
CDRT15P14	C2orf27AP3
CDRT15P14	CDRT15 pseudogene 14
CDRT15P14	CDRT15P14
CDRT15P14	chromosome 2 open reading frame 27A pseudogene 3
CDRT15P2	CDRT15 pseudogene 2
CDRT15P2	CDRT15L1
CDRT15P2	CDRT15P2
CDRT15P2	CMT1A duplicated region transcript 15 pseudogene 2
CDRT15P2	CMT1A duplicated region transcript 15-like 1
CDRT15P3	C2orf27B
CDRT15P3	CDRT15 pseudogene 3
CDRT15P3	CDRT15P3
CDRT15P3	chromosome 2 open reading frame 27B
CDRT15P3	MGC50273
CDRT15P3	Putative uncharacterized protein CDRT15P3
CDRT15P4	CDRT15 pseudogene 4
CDRT15P4	CDRT15P4
CDRT15P5	C2orf27AP2
CDRT15P5	CDRT15 pseudogene 5
CDRT15P5	CDRT15P5
CDRT15P5	chromosome 2 open reading frame 27A pseudogene 2
CDRT15P6	CDRT15 pseudogene 6
CDRT15P6	CDRT15P6
CDRT15P7	CDRT15 pseudogene 7
CDRT15P7	CDRT15P7
CDRT15P8	CDRT15 pseudogene 8
CDRT15P8	CDRT15P8
CDRT15P9	CDRT15 pseudogene 9
CDRT15P9	CDRT15P9
CDRT2	CDRT2
CDRT2	CMT1A duplicated region transcript 2
CDRT3	CDRT3
CDRT3	CMT1A duplicated region transcript 3
CDRT4	1700019I23Rik
CDRT4	Cdrt4
CDRT4	CDRT4
CDRT4	CMT1A duplicated region transcript 4
CDRT4	CMT1A duplicated region transcript 4 protein
CDRT4	CMT1A duplicated region transcript 4 protein homolog
CDRT4	FLJ36674
Cdrt4os1	4930452L02Rik
Cdrt4os1	Cdrt4os1
Cdrt4os2	Cdrt4os2
Cdrt4os2	Gm14526
CDRT5	CDRT5
CDRT5	CMT1A duplicated region transcript 5
CDRT7	CDRT7
CDRT7	CMT1A duplicated region transcript 7
CDRT7	CMT1A duplicated region transcript 7 (non-protein coding)
CDRT7	LINC00025
CDRT7	long intergenic non-protein coding RNA 25
CDRT7	NCRNA00025
CDRT7	non-protein coding RNA 25
CDRT8	CDRT8
CDRT8	CMT1A duplicated region transcript 8
CDS1	4833409J18Rik
CDS1	CDP-DAG synthase 1
CDS1	CDP-DG synthase 1
CDS1	CDP-diacylglycerol synthase 1
CDS1	CDP-diglyceride pyrophosphorylase 1
CDS1	CDP-diglyceride synthase 1
CDS1	Cds
CDS1	CDS
CDS1	CDS 1
CDS1	Cds1
CDS1	CDS1
CDS1	CTP:phosphatidate cytidylyltransferase 1
CDS1	phosphatidate cytidylyltransferase
CDS1	Phosphatidate cytidylyltransferase 1
CDS2	5730450N06Rik
CDS2	5730460C18Rik
CDS2	CDP-DAG synthase 2
CDS2	CDP-DG synthase 2
CDS2	CDP-diacylglycerol synthase 2
CDS2	CDP-diglyceride pyrophosphorylase 2
CDS2	CDP-diglyceride synthase 2
CDS2	CDS 2
CDS2	Cds2
CDS2	CDS2
CDS2	CTP:phosphatidate cytidylyltransferase 2
CDS2	D2Wsu127e
CDS2	phosphatidate cytidylyltransferase 2
CDS2	Phosphatidate cytidylyltransferase 2
CDSN	Cdsn
CDSN	CDSN
CDSN	corneodesmosin
CDSN	Corneodesmosin
CDSN	D6S586E
CDSN	S protein
CDT1	2610318F11Rik
CDT1	Cdt1
CDT1	CDT1
CDT1	chromatin licensing and DNA replication factor 1
CDT1	DNA replication factor Cdt1
CDT1	Double parked homolog
CDT1	DUP
CDT1	Retroviral insertion site 2 protein
CDT1	Ris2
CDT1	RIS2
CDV3	2510010F10Rik
CDV3	C230084J24Rik
CDV3	carnitine deficiency-associated gene expressed in ventricle 3 (mouse)
CDV3	Carnitine deficiency-associated protein 3
CDV3	Cdv3
CDV3	CDV3
CDV3	CDV3 homolog
CDV3	CDV3 homolog (mouse)
CDV3	Protein CDV3
CDV3	Protein CDV3 homolog
CDV3	TPP36
CDV3	Tyrosine-phosphorylated protein 36
CDV3	carnitine deficiency-associated gene expressed in ventricle 3
Cdv3-ps	Cdv3-ps
Cdv3-ps	Gm7236
CDV3P1	CDV3 homolog (mouse) pseudogene 1
CDV3P1	CDV3 pseudogene 1
CDV3P1	CDV3P1
CDV3P1	CDV3 homolog pseudogene 1
CDX1	caudal type homeo box transcription factor 1
CDX1	caudal type homeobox 1
CDX1	Caudal-type homeobox protein 1
CDX1	Cdx
CDX1	Cdx-1
CDX1	Cdx1
CDX1	CDX1
CDX1	Homeobox protein CDX-1
CDX2	caudal type homeo box transcription factor 2
CDX2	caudal type homeobox 2
CDX2	Caudal-type homeobox protein 2
CDX2	Cdx-2
CDX2	CDX-3
CDX2	Cdx2
CDX2	CDX2
CDX2	CDX3
CDX2	Homeobox protein CDX-2
CDX4	caudal type homeo box transcription factor 4
CDX4	caudal type homeobox 4
CDX4	Caudal-type homeobox protein 4
CDX4	Cdx-3
CDX4	Cdx-4
CDX4	Cdx3
CDX4	Cdx4
CDX4	CDX4
CDX4	Homeobox protein CDX-4
CDY1	CDY1
CDY1	CDY1A
CDY1	chromodomain protein, Y chromosome, 1
CDY1	chromodomain Y-linked 1
CDY1	Testis-specific chromodomain protein Y 1
CDY10P	CDY10P
CDY10P	chromodomain Y-linked 10 pseudogene
CDY11P	CDY11P
CDY11P	chromodomain protein Y-linked 11 pseudogene
CDY12P	CDY12P
CDY12P	chromodomain Y-linked 12 pseudogene
CDY13P	CDY13P
CDY13P	chromodomain Y-linked 13 pseudogene
CDY14P	CDY14P
CDY14P	chromodomain protein Y-linked 14 pseudogene
CDY15P	CDY15P
CDY15P	chromodomain Y-linked 15 pseudogene
CDY16P	CDY16P
CDY16P	chromodomain Y-linked 16 pseudogene
CDY17P	CDY17P
CDY17P	chromodomain Y-linked 17 pseudogene
CDY18P	CDY18P
CDY18P	chromodomain Y-linked 18 pseudogene
CDY19P	CDY19P
CDY19P	chromodomain protein, Y-linked 19 pseudogene
CDY19P	chromodomain Y-linked 19 pseudogene
CDY1B	CDY1A
CDY1B	CDY1B
CDY1B	chromodomain protein, Y-linked, 1B
CDY1B	chromodomain Y-linked 1B
CDY1B	Testis-specific chromodomain protein Y 1
CDY20P	CDY20P
CDY20P	chromodomain Y-linked 20 pseudogene
CDY21P	CDY21P
CDY21P	chromodomain Y-linked 21 pseudogene
CDY22P	CDY22P
CDY22P	chromodomain Y-linked 22 pseudogene
CDY23P	CDY23P
CDY23P	chromodomain Y-linked 23 pseudogene
CDY2A	CDY2
CDY2A	CDY2A
CDY2A	chromodomain protein, Y chromosome, 2
CDY2A	chromodomain protein, Y-linked, 2
CDY2A	chromodomain Y-linked 2A
CDY2A	Testis-specific chromodomain protein Y 2
CDY2B	CDY
CDY2B	CDY2
CDY2B	CDY2B
CDY2B	chromodomain protein, Y-linked, 2B
CDY2B	chromodomain Y-linked 2B
CDY2B	Testis-specific chromodomain protein Y 2
CDY3P	CDY3P
CDY3P	chromodomain Y-linked 3 pseudogene
CDY4P	CDY4P
CDY4P	chromodomain Y-linked 4 pseudogene
CDY5P	CDY5P
CDY5P	chromodomain Y-linked 5 pseudogene
CDY6P	CDY6P
CDY6P	chromodomain Y-linked 6 pseudogene
CDY7P	CDY7P
CDY7P	chromodomain Y-linked 7 pseudogene
CDY8P	CDY8P
CDY8P	chromodomain Y-linked 8 pseudogene
CDY9P	CDY9P
CDY9P	chromodomain Y-linked 9 pseudogene
CDYL	CDY-like
CDYL	CDY-like, autosomal
CDYL	Cdyl
CDYL	CDYL
CDYL	CDYL1
CDYL	chromodomain protein, Y chromosome-like
CDYL	chromodomain protein, Y-like
CDYL	chromodomain Y like
CDYL	Chromodomain Y-like protein
CDYL	Crotonyl-CoA hydratase
CDYL	DKFZP586C1622
CDYL	EC 4.2.1.-
CDYL	Putative histone acetyltransferase Cdyl
CDYL	testis-specific chromodomain Y-like protein
CDYL-AS1	CDYL antisense RNA 1
CDYL-AS1	CDYL-AS1
CDYL2	1700029M19Rik
CDYL2	4930453I21Rik
CDYL2	CDY-like 2
CDYL2	Cdyl2
CDYL2	CDYL2
CDYL2	chromodomain Y like 2
CDYL2	chromodomain Y-like protein 2
CDYL2	Chromodomain Y-like protein 2
CDYL2	FLJ38866
CDYLP1	CDYL pseudogene 1
CDYLP1	CDYLP1
CDYLP1	chromodomain Y-like pseudogene 1
Ceacam-ps1	Ceacam-ps1
CEACAM1	1600012K03Rik
CEACAM1	1600015D01Rik
CEACAM1	1600019C01Rik
CEACAM1	1600021E03Rik
CEACAM1	1600025E09Rik
CEACAM1	1600025J19Rik
CEACAM1	1600025N01Rik
CEACAM1	1600026N13Rik
CEACAM1	1600031J20Rik
CEACAM1	1620401C02Rik
CEACAM1	Bgp
CEACAM1	BGP-1
CEACAM1	BGP-2
CEACAM1	Bgp1
CEACAM1	BGP1
CEACAM1	Bgp2
CEACAM1	Bgp3
CEACAM1	Biliary glycoprotein 1
CEACAM1	Biliary glycoprotein 2
CEACAM1	Biliary glycoprotein D
CEACAM1	C-CAM
CEACAM1	Carcinoembryonic antigen 10
CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 1
CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)
CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 10
CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 2
CEACAM1	CD antigen CD66a
CEACAM1	CD66a
CEACAM1	CEA cell adhesion molecule 1
CEACAM1	Cea-1
CEACAM1	Cea-2
CEACAM1	Cea-3
CEACAM1	Cea-4
CEACAM1	Cea-5
CEACAM1	Cea-7
CEACAM1	CEA-related cell adhesion molecule 10
CEACAM1	CEA-related cell adhesion molecule 2
CEACAM1	Cea1
CEACAM1	Cea10
CEACAM1	CEA10
CEACAM1	cea13
CEACAM1	cea14
CEACAM1	cea15
CEACAM1	cea17
CEACAM1	Cea2
CEACAM1	Cea3
CEACAM1	Cea4
CEACAM1	Cea5
CEACAM1	cea7
CEACAM1	Cea7
CEACAM1	cea8
CEACAM1	cea9
CEACAM1	Ceacam1
CEACAM1	CEACAM1
CEACAM1	Ceacam10
CEACAM1	Ceacam11
CEACAM1	Ceacam11-C1
CEACAM1	Ceacam11-C3
CEACAM1	Ceacam11-C4
CEACAM1	Ceacam12
CEACAM1	Ceacam12-C1
CEACAM1	Ceacam12-C3
CEACAM1	Ceacam13
CEACAM1	Ceacam13-C1
CEACAM1	Ceacam13-C2
CEACAM1	Ceacam14
CEACAM1	Ceacam2
CEACAM1	Ceacam9
CEACAM1	CGM7
CEACAM1	EG434540
CEACAM1	EG545925
CEACAM1	EG574429
CEACAM1	Hv-2
CEACAM1	Hv2
CEACAM1	mCEA1
CEACAM1	Mhv-1
CEACAM1	MHV-R
CEACAM1	MHVR1
CEACAM1	mmCGM1
CEACAM1	mmCGM2
CEACAM1	mmCGM5
CEACAM1	mmCGM6
CEACAM1	mmCGM8
CEACAM1	Murine hepatitis virus receptor
CEACAM1	Pregnancy-specific glycoprotein 22
CEACAM1	Psg17
CEACAM1	Psg18
CEACAM1	Psg19
CEACAM1	Psg20
CEACAM1	Psg21
CEACAM1	Psg22
CEACAM1	Psg23
CEACAM1	Psg25
CEACAM1	Psg26
CEACAM1	Psg27
CEACAM1	Psg28
CEACAM1	Psg29
CEACAM16	carcinoembryonic antigen related cell adhesion molecule 16
CEACAM16	Carcinoembryonic antigen-like 2
CEACAM16	carcinoembryonic antigen-related cell adhesion molecule 16
CEACAM16	Carcinoembryonic antigen-related cell adhesion molecule 16
CEACAM16	CEA cell adhesion molecule 16, tectorial membrane component
CEACAM16	Ceacam16
CEACAM16	CEACAM16
CEACAM16	CEAL2
CEACAM16	DFNA4B
CEACAM16	LOC330483
CEACAM16-AS1	CEACAM16-AS1
CEACAM16-AS1	CEACAM16, CEACAM19 and PVR antisense RNA 1
CEACAM18	2010110O04Rik
CEACAM18	carcinoembryonic antigen related cell adhesion molecule 18
CEACAM18	carcinoembryonic antigen-related cell adhesion molecule 18
CEACAM18	Carcinoembryonic antigen-related cell adhesion molecule 18
CEACAM18	CEA cell adhesion molecule 18
CEACAM18	Ceacam18
CEACAM18	CEACAM18
CEACAM19	C130022P09Rik
CEACAM19	carcinoembryonic antigen related cell adhesion molecule 19
CEACAM19	Carcinoembryonic antigen-like 1
CEACAM19	carcinoembryonic antigen-related cell adhesion molecule 19
CEACAM19	Carcinoembryonic antigen-related cell adhesion molecule 19
CEACAM19	CEA cell adhesion molecule 19
CEACAM19	Ceacam19
CEACAM19	CEACAM19
CEACAM19	CEAL1
CEACAM19	UNQ2973/PRO7436
CEACAM20	9130012D09Rik
CEACAM20	carcinoembryonic antigen related cell adhesion molecule 20
CEACAM20	carcinoembryonic antigen-related cell adhesion molecule 20
CEACAM20	Carcinoembryonic antigen-related cell adhesion molecule 20
CEACAM20	CEA cell adhesion molecule 20
CEACAM20	Ceacam20
CEACAM20	CEACAM20
CEACAM20	UNQ9366
CEACAM20	UNQ9366/PRO34155
CEACAM21	1600012K03Rik
CEACAM21	1600015D01Rik
CEACAM21	1600019C01Rik
CEACAM21	1600021E03Rik
CEACAM21	1600025E09Rik
CEACAM21	1600025J19Rik
CEACAM21	1600025N01Rik
CEACAM21	1600026N13Rik
CEACAM21	1600031J20Rik
CEACAM21	1620401C02Rik
CEACAM21	BGP-2
CEACAM21	Bgp2
CEACAM21	Bgp3
CEACAM21	Biliary glycoprotein 2
CEACAM21	C430002N04Rik
CEACAM21	Carcinoembryonic antigen 10
CEACAM21	carcinoembryonic antigen related cell adhesion molecule 21
CEACAM21	Carcinoembryonic antigen-related cell adhesion molecule 10
CEACAM21	Carcinoembryonic antigen-related cell adhesion molecule 15
CEACAM21	Carcinoembryonic antigen-related cell adhesion molecule 2
CEACAM21	carcinoembryonic antigen-related cell adhesion molecule 21
CEACAM21	Carcinoembryonic antigen-related cell adhesion molecule 21
CEACAM21	CEA cell adhesion molecule 21
CEACAM21	Cea-2
CEACAM21	Cea-3
CEACAM21	Cea-4
CEACAM21	Cea-5
CEACAM21	CEA-related cell adhesion molecule 10
CEACAM21	CEA-related cell adhesion molecule 2
CEACAM21	Cea10
CEACAM21	CEA10
CEACAM21	cea13
CEACAM21	cea14
CEACAM21	cea15
CEACAM21	cea17
CEACAM21	Cea2
CEACAM21	Cea3
CEACAM21	Cea4
CEACAM21	Cea5
CEACAM21	cea7
CEACAM21	cea8
CEACAM21	cea9
CEACAM21	Ceacam10
CEACAM21	Ceacam11
CEACAM21	Ceacam11-C1
CEACAM21	Ceacam11-C3
CEACAM21	Ceacam11-C4
CEACAM21	Ceacam12
CEACAM21	Ceacam12-C1
CEACAM21	Ceacam12-C3
CEACAM21	Ceacam13
CEACAM21	Ceacam13-C1
CEACAM21	Ceacam13-C2
CEACAM21	Ceacam14
CEACAM21	Ceacam15
CEACAM21	Ceacam2
CEACAM21	CEACAM21
CEACAM21	Ceacam9
CEACAM21	CGM7
CEACAM21	EG434540
CEACAM21	EG545925
CEACAM21	EG574429
CEACAM21	FLJ13540
CEACAM21	mmCGM5
CEACAM21	mmCGM6
CEACAM21	mmCGM8
CEACAM21	Pregnancy-specific glycoprotein 22
CEACAM21	Psg17
CEACAM21	Psg18
CEACAM21	Psg19
CEACAM21	Psg20
CEACAM21	Psg21
CEACAM21	Psg22
CEACAM21	Psg23
CEACAM21	Psg25
CEACAM21	Psg26
CEACAM21	Psg27
CEACAM21	Psg28
CEACAM21	Psg29
CEACAM21	R29124_1
CEACAM21	UNQ3098/PRO10075
CEACAM22P	carcinoembryonic antigen related cell adhesion molecule 22, pseudogene
CEACAM22P	carcinoembryonic antigen-related cell adhesion molecule 22, pseudogene
CEACAM22P	CEA cell adhesion molecule 22, pseudogene
CEACAM22P	CEACAM22P
CEACAM3	1600012K03Rik
CEACAM3	1600015D01Rik
CEACAM3	1600019C01Rik
CEACAM3	1600021E03Rik
CEACAM3	1600025E09Rik
CEACAM3	1600025J19Rik
CEACAM3	1600025N01Rik
CEACAM3	1600026N13Rik
CEACAM3	1600031J20Rik
CEACAM3	1620401C02Rik
CEACAM3	BGP-2
CEACAM3	Bgp2
CEACAM3	Bgp3
CEACAM3	Biliary glycoprotein 2
CEACAM3	Carcinoembryonic antigen 10
CEACAM3	Carcinoembryonic antigen CGM1
CEACAM3	carcinoembryonic antigen related cell adhesion molecule 3
CEACAM3	Carcinoembryonic antigen-related cell adhesion molecule 10
CEACAM3	Carcinoembryonic antigen-related cell adhesion molecule 2
CEACAM3	carcinoembryonic antigen-related cell adhesion molecule 3
CEACAM3	Carcinoembryonic antigen-related cell adhesion molecule 3
CEACAM3	CD antigen CD66d
CEACAM3	CD66d
CEACAM3	CD66D
CEACAM3	CEA cell adhesion molecule 3
CEACAM3	Cea-2
CEACAM3	Cea-3
CEACAM3	Cea-4
CEACAM3	Cea-5
CEACAM3	CEA-related cell adhesion molecule 10
CEACAM3	CEA-related cell adhesion molecule 2
CEACAM3	Cea10
CEACAM3	CEA10
CEACAM3	cea12
CEACAM3	cea13
CEACAM3	cea14
CEACAM3	cea15
CEACAM3	cea17
CEACAM3	Cea2
CEACAM3	Cea3
CEACAM3	Cea4
CEACAM3	Cea5
CEACAM3	cea7
CEACAM3	cea8
CEACAM3	cea9
CEACAM3	Ceacam10
CEACAM3	Ceacam11
CEACAM3	Ceacam11-C1
CEACAM3	Ceacam11-C3
CEACAM3	Ceacam11-C4
CEACAM3	Ceacam12
CEACAM3	Ceacam12-C1
CEACAM3	Ceacam12-C3
CEACAM3	Ceacam13
CEACAM3	Ceacam13-C1
CEACAM3	Ceacam13-C2
CEACAM3	Ceacam14
CEACAM3	Ceacam2
CEACAM3	Ceacam3
CEACAM3	CEACAM3
CEACAM3	Ceacam9
CEACAM3	CGM1
CEACAM3	CGM7
CEACAM3	EG384557
CEACAM3	EG434540
CEACAM3	EG545925
CEACAM3	EG574429
CEACAM3	mmCGM5
CEACAM3	mmCGM6
CEACAM3	mmCGM8
CEACAM3	Pregnancy-specific glycoprotein 22
CEACAM3	Psg17
CEACAM3	Psg18
CEACAM3	Psg19
CEACAM3	Psg20
CEACAM3	Psg21
CEACAM3	Psg22
CEACAM3	Psg23
CEACAM3	Psg24
CEACAM3	Psg25
CEACAM3	Psg26
CEACAM3	Psg27
CEACAM3	Psg28
CEACAM3	Psg29
CEACAM4	1600012K03Rik
CEACAM4	1600015D01Rik
CEACAM4	1600019C01Rik
CEACAM4	1600021E03Rik
CEACAM4	1600025E09Rik
CEACAM4	1600025J19Rik
CEACAM4	1600025N01Rik
CEACAM4	1600026N13Rik
CEACAM4	1600031J20Rik
CEACAM4	1620401C02Rik
CEACAM4	bCEA
CEACAM4	BGP-2
CEACAM4	Bgp2
CEACAM4	Bgp3
CEACAM4	Biliary glycoprotein 2
CEACAM4	Carcinoembryonic antigen 10
CEACAM4	Carcinoembryonic antigen CGM7
CEACAM4	carcinoembryonic antigen related cell adhesion molecule 4
CEACAM4	Carcinoembryonic antigen-related cell adhesion molecule 10
CEACAM4	Carcinoembryonic antigen-related cell adhesion molecule 2
CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4
CEACAM4	Carcinoembryonic antigen-related cell adhesion molecule 4
CEACAM4	CEA cell adhesion molecule 4
CEACAM4	Cea-2
CEACAM4	Cea-3
CEACAM4	Cea-4
CEACAM4	Cea-5
CEACAM4	CEA-related cell adhesion molecule 10
CEACAM4	CEA-related cell adhesion molecule 2
CEACAM4	Cea10
CEACAM4	CEA10
CEACAM4	Cea11
CEACAM4	cea13
CEACAM4	cea14
CEACAM4	cea15
CEACAM4	cea17
CEACAM4	Cea2
CEACAM4	Cea3
CEACAM4	Cea4
CEACAM4	Cea5
CEACAM4	cea7
CEACAM4	cea8
CEACAM4	cea9
CEACAM4	Ceacam10
CEACAM4	Ceacam11
CEACAM4	Ceacam11-C1
CEACAM4	Ceacam11-C3
CEACAM4	Ceacam11-C4
CEACAM4	Ceacam12
CEACAM4	Ceacam12-C1
CEACAM4	Ceacam12-C3
CEACAM4	Ceacam13
CEACAM4	Ceacam13-C1
CEACAM4	Ceacam13-C2
CEACAM4	Ceacam14
CEACAM4	Ceacam2
CEACAM4	CEACAM4
CEACAM4	Ceacam9
CEACAM4	CGM7
CEACAM4	EG434540
CEACAM4	EG545925
CEACAM4	EG574429
CEACAM4	mmCGM5
CEACAM4	mmCGM6
CEACAM4	mmCGM8
CEACAM4	Non-specific cross-reacting antigen W236
CEACAM4	Pregnancy-specific glycoprotein 22
CEACAM4	Psg16
CEACAM4	Psg17
CEACAM4	Psg18
CEACAM4	Psg19
CEACAM4	Psg20
CEACAM4	Psg21
CEACAM4	Psg22
CEACAM4	Psg23
CEACAM4	Psg25
CEACAM4	Psg26
CEACAM4	Psg27
CEACAM4	Psg28
CEACAM4	Psg29
CEACAM5	1600012K03Rik
CEACAM5	1600015D01Rik
CEACAM5	1600019C01Rik
CEACAM5	1600021E03Rik
CEACAM5	1600025E09Rik
CEACAM5	1600025J19Rik
CEACAM5	1600025N01Rik
CEACAM5	1600026N13Rik
CEACAM5	1600029H12Rik
CEACAM5	1600031J20Rik
CEACAM5	1620401C02Rik
CEACAM5	BGP-2
CEACAM5	Bgp2
CEACAM5	Bgp3
CEACAM5	Biliary glycoprotein 2
CEACAM5	Carcinoembryonic antigen
CEACAM5	Carcinoembryonic antigen 10
CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5
CEACAM5	Carcinoembryonic antigen-related cell adhesion molecule 10
CEACAM5	Carcinoembryonic antigen-related cell adhesion molecule 2
CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5
CEACAM5	Carcinoembryonic antigen-related cell adhesion molecule 5
CEACAM5	CD antigen CD66e
CEACAM5	CD66e
CEACAM5	CEA cell adhesion molecule 5
CEACAM5	Cea-2
CEACAM5	Cea-3
CEACAM5	Cea-4
CEACAM5	Cea-5
CEACAM5	CEA-related cell adhesion molecule 10
CEACAM5	CEA-related cell adhesion molecule 2
CEACAM5	Cea10
CEACAM5	CEA10
CEACAM5	cea13
CEACAM5	cea14
CEACAM5	cea15
CEACAM5	cea17
CEACAM5	Cea2
CEACAM5	Cea3
CEACAM5	Cea4
CEACAM5	Cea5
CEACAM5	cea7
CEACAM5	cea8
CEACAM5	cea9
CEACAM5	Ceacam10
CEACAM5	Ceacam11
CEACAM5	Ceacam11-C1
CEACAM5	Ceacam11-C3
CEACAM5	Ceacam11-C4
CEACAM5	Ceacam12
CEACAM5	Ceacam12-C1
CEACAM5	Ceacam12-C3
CEACAM5	Ceacam13
CEACAM5	Ceacam13-C1
CEACAM5	Ceacam13-C2
CEACAM5	Ceacam14
CEACAM5	Ceacam2
CEACAM5	Ceacam5
CEACAM5	CEACAM5
CEACAM5	Ceacam9
CEACAM5	CGM7
CEACAM5	EG434540
CEACAM5	EG545925
CEACAM5	EG574429
CEACAM5	Meconium antigen 100
CEACAM5	mmCGM5
CEACAM5	mmCGM6
CEACAM5	mmCGM8
CEACAM5	Pregnancy-specific glycoprotein 22
CEACAM5	Pregnancy-specific glycoprotein 30
CEACAM5	Psg17
CEACAM5	Psg18
CEACAM5	Psg19
CEACAM5	Psg20
CEACAM5	Psg21
CEACAM5	Psg22
CEACAM5	Psg23
CEACAM5	Psg25
CEACAM5	Psg26
CEACAM5	Psg27
CEACAM5	Psg28
CEACAM5	Psg29
CEACAM5	Psg30
CEACAM6	1600012K03Rik
CEACAM6	1600015D01Rik
CEACAM6	1600019C01Rik
CEACAM6	1600021E03Rik
CEACAM6	1600025E09Rik
CEACAM6	1600025J19Rik
CEACAM6	1600025N01Rik
CEACAM6	1600026N13Rik
CEACAM6	1600031J20Rik
CEACAM6	1620401C02Rik
CEACAM6	BGP-2
CEACAM6	Bgp2
CEACAM6	Bgp3
